gameID,visitors,home,gameDate,winner
20231026COL@PIT,COL,PIT,2023-10-26,PIT
20231026SJ@TB,SJ,TB,2023-10-26,TB
20231026MIN@PHI,MIN,PHI,2023-10-26,PHI
20231026OTT@NYI,OTT,NYI,2023-10-26,NYI
20231026TOR@DAL,TOR,DAL,2023-10-26,TOR
20231026STL@CGY,STL,CGY,2023-10-26,STL
20231026NYR@EDM,NYR,EDM,2023-10-26,NYR
20231027CHI@LV,CHI,LV,2023-10-27,CHI
20231027SJ@CAR,SJ,CAR,2023-10-27,CAR
20231027BUF@NJ,BUF,NJ,2023-10-27,NJ
20231027MIN@WAS,MIN,WAS,2023-10-27,WAS
20231027LA@ARI,LA,ARI,2023-10-27,LA
20231027STL@VAN,STL,VAN,2023-10-27,VAN
20231028ANA@PHI,ANA,PHI,2023-10-28,ANA
20231028SEA@FLA,SEA,FLA,2023-10-28,FLA
20231028DET@BOS,DET,BOS,2023-10-28,BOS
20231028NYI@CLB,NYI,CLB,2023-10-28,NYI
20231028WPG@MON,WPG,MON,2023-10-28,MON
20231028TOR@NSH,TOR,NSH,2023-10-28,NSH
20231028OTT@PIT,OTT,PIT,2023-10-28,OTT
20231028NYR@VAN,NYR,VAN,2023-10-28,NYR
20231028LV@LA,LV,LA,2023-10-28,LV
20231029COL@BUF,COL,BUF,2023-10-29,BUF
20231029MIN@NJ,MIN,NJ,2023-10-29,NJ
20231029SJ@WAS,SJ,WAS,2023-10-29,WAS
20231029CGY@EDM,CGY,EDM,2023-10-29,EDM
20231030CAR@PHI,CAR,PHI,2023-10-30,CAR
20231030FLA@BOS,FLA,BOS,2023-10-30,BOS
20231030ANA@PIT,ANA,PIT,2023-10-30,ANA
20231030SEA@TB,SEA,TB,2023-10-30,SEA
20231030DET@NYI,DET,NYI,2023-10-30,DET
20231030NYR@WPG,NYR,WPG,2023-10-30,NYR
20231030CLB@DAL,CLB,DAL,2023-10-30,DAL
20231030CHI@ARI,CHI,ARI,2023-10-30,ARI
20231030MON@LV,MON,LV,2023-10-30,LV
20231031LA@TOR,LA,TOR,2023-10-31,LA
20231031NSH@VAN,NSH,VAN,2023-10-31,VAN
20231101BUF@PHI,BUF,PHI,2023-11-01,BUF
20231101DAL@CGY,DAL,CGY,2023-11-01,DAL
20231101STL@COL,STL,COL,2023-11-01,COL
20231101ARI@ANA,ARI,ANA,2023-11-01,ANA
20231102TB@CLB,TB,CLB,2023-11-02,CLB
20231102FLA@DET,FLA,DET,2023-11-02,FLA
20231102LA@OTT,LA,OTT,2023-11-02,LA
20231102CAR@NYR,CAR,NYR,2023-11-02,NYR
20231102NYI@WAS,NYI,WAS,2023-11-02,NYI
20231102TOR@BOS,TOR,BOS,2023-11-02,BOS
20231102NJ@MIN,NJ,MIN,2023-11-02,NJ
20231102DAL@EDM,DAL,EDM,2023-11-02,DAL
20231102MON@ARI,MON,ARI,2023-11-02,ARI
20231102NSH@SEA,NSH,SEA,2023-11-02,SEA
20231102WPG@LV,WPG,LV,2023-11-02,LV
20231102VAN@SJ,VAN,SJ,2023-11-02,VAN
20231103PHI@BUF,PHI,BUF,2023-11-03,PHI
20231103NJ@STL,NJ,STL,2023-11-03,STL
20231104NSH@EDM,NSH,EDM,2023-11-04,NSH
20231104WPG@ARI,WPG,ARI,2023-11-04,WPG
20231104BOS@DET,BOS,DET,2023-11-04,DET
20231104TB@OTT,TB,OTT,2023-11-04,TB
20231104MON@STL,MON,STL,2023-11-04,STL
20231104BUF@TOR,BUF,TOR,2023-11-04,BUF
20231104CLB@WAS,CLB,WAS,2023-11-04,WAS
20231104LA@PHI,LA,PHI,2023-11-04,LA
20231104CAR@NYI,CAR,NYI,2023-11-04,CAR
20231104FLA@CHI,FLA,CHI,2023-11-04,CHI
20231104NYR@MIN,NYR,MIN,2023-11-04,MIN
20231104PIT@SJ,PIT,SJ,2023-11-04,PIT
20231104CGY@SEA,CGY,SEA,2023-11-04,CGY
20231104DAL@VAN,DAL,VAN,2023-11-04,VAN
20231104COL@LV,COL,LV,2023-11-04,LV
20231105NJ@CHI,NJ,CHI,2023-11-05,NJ
20231105LV@ANA,LV,ANA,2023-11-05,ANA
20231106CLB@FLA,CLB,FLA,2023-11-06,FLA
20231106TB@TOR,TB,TOR,2023-11-06,TOR
20231106BOS@DAL,BOS,DAL,2023-11-06,BOS
20231106EDM@VAN,EDM,VAN,2023-11-06,VAN
20231107BUF@CAR,BUF,CAR,2023-11-07,CAR
20231107TB@MON,TB,MON,2023-11-07,TB
20231107MIN@NYI,MIN,NYI,2023-11-07,MIN
20231107DET@NYR,DET,NYR,2023-11-07,NYR
20231107WPG@STL,WPG,STL,2023-11-07,WPG
20231107SEA@ARI,SEA,ARI,2023-11-07,ARI
20231107NSH@CGY,NSH,CGY,2023-11-07,CGY
20231107PIT@ANA,PIT,ANA,2023-11-07,PIT
20231107NJ@COL,NJ,COL,2023-11-07,COL
20231107PHI@SJ,PHI,SJ,2023-11-07,SJ
20231108OTT@TOR,OTT,TOR,2023-11-08,OTT
20231108FLA@WAS,FLA,WAS,2023-11-08,FLA
20231108LA@LV,LA,LV,2023-11-08,LA
